User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
11218599,0,77,179,74,29,106,40.9
10581265,1,22,188,89,7,80,39.2
11082279,0,20,178,75,21,101,40.6
14661843,1,24,185,83,15,90,40.5
14887122,1,74,182,88,14,91,39.7
10313893,0,67,155,56,6,82,38.7
14057988,1,51,182,86,2,94,38.3
19021774,1,26,187,89,13,89,40.1
14888540,1,59,191,89,21,93,40.7
14039719,0,51,152,57,20,93,40.6
14495392,0,33,159,55,27,105,40.7
13554413,1,62,177,82,21,102,40.7
15032003,0,55,177,75,9,95,39.6
15620975,0,53,150,51,9,97,39.6
10902241,0,40,149,53,27,106,41
19467443,0,22,151,54,17,100,40.2
10123661,1,28,187,85,23,92,40.2
16838476,0,46,165,69,3,74,38.5
15412752,1,44,183,85,17,109,40.3
18820691,1,54,166,76,2,83,38.3
13220104,1,20,181,80,27,100,40.8
19581331,0,34,143,51,21,105,40.7
17496393,0,44,169,67,20,101,40.5
14995902,0,65,166,62,11,90,39.6
10690925,1,20,196,92,10,88,39.8
19874640,0,33,157,64,9,85,40
15027600,1,50,208,112,18,90,40
17423918,1,33,187,93,2,85,38
10980041,0,64,162,70,13,95,40.4
13340961,1,24,188,93,10,94,39.6
14529111,0,64,164,61,2,79,38.1
10458725,1,67,189,97,22,103,40.7
17045278,0,74,163,64,29,106,40.8
17987097,0,25,181,70,21,108,40.2
11541562,1,27,200,104,22,97,40.2
17017081,1,26,173,72,11,89,40.2
16051076,0,54,157,54,18,101,40.9
12094559,0,42,166,69,8,81,39.4
19822063,0,29,153,49,10,88,39.9
10067859,1,53,196,97,27,108,40.9
10065742,0,30,176,73,9,80,39.6
18802682,0,39,172,66,25,106,40.6
15280249,1,41,188,82,5,84,39
11450234,0,35,153,52,10,87,39.6
16602077,0,46,169,68,20,111,40.6
17334716,0,24,163,58,25,103,40.9
13136328,1,21,177,75,16,86,40.1
15577873,0,21,165,65,12,88,40.1
11713594,1,20,196,95,10,89,40
12563759,1,52,183,83,10,91,40.1
19674782,1,29,171,76,13,88,40
12966987,0,72,164,65,12,104,40.1
18471332,0,30,153,56,20,91,40.4
16459449,0,64,148,51,16,94,40
13478726,0,30,165,64,20,101,40.4
17584463,1,68,175,81,6,79,39.3
19066449,1,25,177,82,2,85,38.1
14215771,1,21,188,82,2,85,38.1
11057601,1,75,173,79,5,87,38.9
16229857,1,67,186,93,9,86,39.7
10339282,1,26,179,71,16,97,40.3
15023130,1,36,175,70,24,104,40.3
13646720,1,64,178,75,20,94,40.2
17941358,1,77,175,79,4,84,38.8
11769262,0,71,168,65,5,81,38.8
10830067,1,60,187,92,3,81,38.8
18731446,1,48,196,101,16,97,40.2
14787766,0,29,157,57,5,85,39.4
13802821,0,59,181,78,29,103,41
18526026,0,39,144,53,19,91,40.7
10928428,0,55,174,74,5,85,39.1
19976691,0,43,154,54,6,83,39
17426264,0,37,154,61,5,82,39.5
12310238,1,45,189,91,5,96,39.1
16644888,1,31,190,96,25,99,40.9
17005829,1,78,176,79,8,91,39.5
18786180,0,28,157,59,10,96,39.8
19778214,1,50,208,112,13,91,40.3
11330367,1,62,178,85,8,84,39.2
10664035,1,26,176,81,12,90,39.7
18641361,1,21,188,93,14,91,40.3
17006078,1,21,159,64,16,87,40.3
19018538,1,56,174,82,21,101,40.7
10618567,0,63,168,65,19,96,40.3
16610738,0,76,181,76,22,96,40.7
16218423,1,30,183,83,8,93,39.7
10656591,0,30,173,62,5,87,39.5
13648998,0,23,159,55,3,84,38.4
10736495,1,68,179,85,13,91,40
12957908,1,37,176,76,26,115,40.5
16817409,0,47,169,69,28,113,40.5
18270445,0,76,167,65,26,102,40.9
13898338,0,28,149,53,28,109,41
12790929,0,23,160,59,11,88,40.2
12176085,1,41,183,85,28,106,40.9
17404782,0,32,170,70,18,96,40.3
12686066,0,77,174,73,18,98,40.3
15278502,0,55,174,71,22,93,40.5
18749482,1,23,191,88,10,91,39.7
16441677,0,53,159,61,14,109,39.8
13027788,0,49,164,63,18,103,40.3
16900867,0,53,161,63,11,84,40.2
10747571,0,39,158,60,12,91,39.9
11566569,0,57,180,73,6,87,39.4
10663328,1,21,190,94,16,103,40.4
14708432,0,31,173,75,2,77,38.7
17497651,0,30,174,69,14,86,40.6
10905163,1,27,186,86,12,102,40.2
19988317,0,56,173,72,21,108,40.5
17694376,1,64,180,90,13,90,39.8
11296355,0,31,151,52,23,104,40.5
17555683,1,63,177,80,3,89,38.7
19588554,0,69,144,47,19,96,40.5
17847282,0,39,159,59,6,87,39
16627485,0,45,158,66,29,105,40.7
11576883,1,44,179,81,7,86,39.4
10814160,1,33,181,82,26,105,40.5
19236065,0,25,164,60,21,107,40.5
16343749,0,24,154,56,26,106,40.9
13352002,0,41,164,64,4,93,38.8
14117571,1,24,184,80,23,99,41
12613423,0,26,167,59,28,106,40.6
13474684,0,30,168,70,28,103,41.1
17697141,0,20,164,65,25,105,40.5
15850439,1,37,198,97,1,82,37.4
16239644,0,53,156,55,5,74,39.1
16899892,0,40,180,76,4,80,38.7
14638604,0,66,174,66,7,83,39.5
18574714,1,26,192,84,5,78,38.9
13287124,0,28,162,60,3,84,38.4
13262589,0,66,158,61,30,112,40.9
10860433,1,79,197,97,5,91,39.3
19641334,0,27,170,67,5,77,39.1
12165950,0,39,156,55,15,95,39.9
13604143,0,21,161,58,30,115,40.8
16674329,0,47,157,56,24,102,40.7
18881904,0,20,158,54,13,96,40
19601904,0,59,156,54,12,96,40
10722301,1,25,173,72,22,93,40.5
14717693,1,78,191,94,4,87,38.7
10838219,1,48,180,86,8,92,39.3
17636782,1,49,195,98,28,110,40.8
18286888,0,36,141,48,14,98,40
14206471,0,20,171,69,9,99,39.6
13137444,1,21,186,86,28,107,40.7
17787651,1,60,183,91,30,107,40.9
11134212,1,76,179,80,9,94,39.2
15190273,0,58,162,62,25,103,40.9
11027066,1,31,176,80,11,81,39.7
19380788,0,63,171,68,7,84,39.8
17573094,1,38,186,88,17,94,39.8
15976612,0,25,171,72,24,96,40.7
13487576,0,25,166,64,23,98,40.5
14484158,1,68,191,97,5,76,38.9
16241633,0,24,157,52,11,85,40
15024694,1,35,167,76,7,92,39.6
16038542,1,54,168,72,27,113,41.3
11968768,0,24,160,60,17,104,40.2
16096804,0,28,172,71,11,86,40
11908567,1,20,190,83,4,86,38.8
19834547,1,24,194,93,9,92,39.4
19637443,1,40,195,98,18,93,40.5
17701747,0,30,160,63,14,87,40.4
16283720,0,40,183,78,20,92,40.6
12994937,0,66,153,61,22,96,40.7
15078430,0,30,179,70,2,72,38.3
17613940,1,20,172,75,10,88,39.7
10116277,1,48,177,86,27,114,41
11590119,0,40,164,57,27,108,40.6
15334997,0,26,174,73,21,104,40.8
18680253,1,64,186,90,21,108,40.2
14352843,1,77,162,69,8,89,39.4
10930223,1,20,174,74,28,109,40.9
17040587,0,40,173,68,21,89,40.4
13812171,0,62,164,67,12,88,40
13302219,1,25,196,88,13,94,39.9
19905203,1,59,168,73,8,87,39.4
19509029,1,54,181,81,4,79,38.6
16218520,0,77,155,59,19,95,40.2
19101362,1,38,182,83,5,83,39.1
10018455,0,20,158,54,25,108,40.7
12227213,0,49,178,77,23,109,40.4
14287624,0,32,142,47,28,115,40.7
19210351,1,41,179,81,30,105,40.8
12845667,0,50,165,64,6,82,39.4
10108884,0,62,145,50,3,82,38.6
10388146,0,30,152,60,11,98,39.7
18672971,0,37,148,54,13,93,39.7
19173079,1,26,181,86,22,98,40.4
17923422,1,46,182,82,2,79,38.5
10133801,0,67,165,65,24,103,40.4
10336550,1,50,193,92,13,93,39.7
14641475,1,50,166,74,7,88,39.7
11488373,0,30,178,68,5,84,39.3
17524995,1,41,181,82,23,106,40.5
15168046,0,23,145,48,8,90,39.7
19113089,0,50,164,67,16,94,40.4
10960879,1,51,184,92,3,80,38.5
10710082,1,59,190,93,22,93,40.7
18473922,0,41,182,83,15,91,39.8
16022223,0,52,154,55,1,67,38
15428340,0,31,166,65,5,90,39.4
17180658,1,23,185,85,14,97,40.5
18557469,0,28,163,60,29,96,41
12776633,1,53,188,91,12,90,40.1
19922693,1,22,187,84,26,99,40.6
14941758,1,30,181,80,2,89,38.3
15264323,0,21,155,58,27,103,40.7
16746432,0,30,154,56,11,90,40.1
18594452,1,29,186,87,20,98,40.7
19053854,0,21,175,74,13,95,40.2
13368828,1,78,168,71,27,109,40.6
14944228,0,43,183,71,5,88,39.2
19212210,1,42,176,80,26,116,40.5
18071616,1,26,186,85,13,83,40
11792698,0,50,167,70,13,92,40.1
16569335,0,35,170,65,16,97,40.2
13921452,0,31,155,56,25,111,40.8
12422614,1,20,194,97,20,96,40.4
11859799,1,48,194,96,26,100,40.4
16247013,1,39,175,75,26,102,40.8
10558049,1,24,192,93,21,99,40.9
16792673,0,27,169,66,9,87,40
11630375,0,53,152,51,7,83,39.5
19508335,1,44,184,88,22,98,40.8
14866208,0,37,156,59,19,101,39.9
14019711,1,28,171,70,17,103,40.4
15114833,1,41,185,86,22,104,40.5
12818489,1,47,182,86,30,114,40.7
17306405,1,26,175,79,20,103,40.4
18744958,1,20,176,74,15,100,40.3
14035457,0,64,150,55,19,102,40.4
19278649,1,21,193,88,15,90,40.4
10518304,0,21,164,62,27,106,40.6
13884571,0,29,179,73,27,107,40.7
13264704,0,41,177,76,10,83,39.8
10082743,0,54,159,63,8,84,39.7
10298359,0,55,149,52,14,92,40.1
12837971,0,60,177,76,24,108,40.6
11449060,1,21,178,76,30,113,40.9
14780448,1,21,195,92,19,100,40.5
19153982,1,31,179,80,28,112,40.9
16726083,0,26,159,61,7,88,39.5
11986235,0,21,161,60,4,87,38.8
16905108,1,35,192,103,14,91,40.2
13709683,1,27,195,92,15,97,40
19801362,0,29,153,50,3,82,38.1
10808673,0,74,164,66,24,107,40.6
14943324,0,42,168,66,3,78,38.6
18712681,0,46,184,82,24,105,40.9
18335920,1,49,179,82,18,101,40.4
15271999,1,76,176,81,24,94,40.7
14185401,0,35,165,65,22,95,41
10459338,1,42,181,81,6,83,39.5
11343832,1,38,181,88,19,100,40.7
16206479,0,44,173,69,26,109,40.8
17152429,0,66,191,84,11,98,40.4
18561510,1,20,176,76,4,89,39
13026279,0,27,161,63,10,97,39.9
18481415,1,35,180,79,29,115,40.7
13856177,0,25,179,75,2,77,38.3
10875219,0,69,172,71,26,98,40.7
10620142,0,64,155,53,12,100,40.1
13719002,0,29,169,68,26,108,40.3
14937366,1,32,179,81,26,110,41
19940451,1,63,184,86,26,109,40.7
13517805,0,36,167,64,28,108,40.8
12159858,0,36,180,80,22,109,40.9
19347445,0,75,169,69,27,100,40.4
11489769,1,38,181,81,20,101,40.3
19767750,0,31,148,53,5,74,39.5
18212090,0,58,165,65,19,111,40.8
17933676,1,66,204,109,14,101,40.1
10053023,1,37,185,80,18,105,40.7
17077165,1,43,186,88,16,94,39.9
18283018,0,61,175,74,13,92,40.1
10018244,1,21,191,95,18,89,40.6
19113292,0,45,161,61,27,113,40.8
18645469,1,73,185,87,26,99,40.6
17421142,1,29,188,84,16,95,40.4
12319687,1,62,180,83,27,99,40.8
13599191,1,58,177,84,11,88,40
15566996,1,66,186,95,2,77,38.3
16087023,0,23,169,64,30,116,40.5
13802848,0,23,142,47,12,96,39.9
18607623,1,55,192,98,28,111,41.1
10880425,1,41,187,91,13,91,40.2
18957677,1,32,181,82,15,93,40.3
16666021,0,75,161,69,19,93,40.3
15950782,1,53,180,77,27,103,40.7
13567414,1,68,201,105,19,100,40.3
14801660,1,23,175,78,19,104,40.6
14110060,0,37,159,62,25,101,40.6
17855197,0,34,148,48,13,94,40.2
19491441,0,41,152,55,25,103,40.6
14273676,1,20,167,70,18,91,40.7
15527838,0,24,169,63,2,81,37.8
11151679,0,78,167,69,5,93,39.2
12564633,1,25,187,91,13,89,40
14435368,0,44,160,59,26,106,40.6
16732256,1,51,181,82,9,79,39.8
13852586,0,44,164,59,29,109,40.6
19441309,1,38,191,89,8,82,39.4
12860108,1,65,189,91,13,96,40.1
17329083,1,43,183,88,12,95,40
11829660,1,21,172,70,20,99,40.4
17837203,1,24,170,72,9,77,39.7
17438241,0,29,161,65,28,110,41.1
10445981,1,32,175,79,8,98,39.9
11015740,0,45,177,74,8,84,39.7
17996502,0,36,172,72,4,80,39.2
19931417,0,21,157,59,28,114,40.7
17991736,0,70,164,63,7,86,39.6
14862392,0,33,163,65,26,108,40.7
17545155,0,36,154,52,21,100,40.5
18009557,0,68,149,52,22,86,40.3
11835406,0,32,164,62,25,100,40.3
18067287,0,57,178,78,21,102,40.9
15286476,1,60,199,109,16,96,40.2
11148285,0,27,161,55,13,93,40.2
12505221,1,42,179,77,4,72,38.4
15246444,0,24,182,74,7,88,39.3
19021891,0,23,189,79,5,94,38.9
14482866,0,73,146,50,30,110,40.8
12856324,0,72,169,72,6,87,39.4
12275191,0,38,170,64,9,91,39.6
14172132,1,49,187,89,24,99,40.7
12589622,1,36,201,106,29,115,41.2
12525662,1,23,193,88,1,84,37.7
17210344,1,66,188,93,1,85,37.7
16247254,1,47,188,84,26,105,40.8
13028532,0,49,173,66,4,81,38.9
18102802,0,77,166,68,19,101,40.1
17857365,0,29,165,62,21,102,40.5
10344110,1,62,172,81,14,88,40.5
14366581,0,52,154,57,11,89,40.1
18161873,0,73,157,64,20,106,40.4
11016590,1,53,194,93,27,104,40.5
13739511,1,41,195,96,19,100,40.5
12611592,1,74,191,99,14,89,40.2
18456339,0,26,178,74,14,96,40.4
18589427,0,31,154,48,12,96,40.1
14891916,0,36,149,53,16,94,40.4
14539746,0,64,159,56,3,91,38.5
10385019,1,22,190,94,15,91,40.2
16394743,0,65,149,50,25,105,40.4
11617467,1,41,177,84,8,84,39.7
15949420,0,21,182,77,19,102,40.4
12835576,0,56,162,59,26,101,41.1
14578059,0,22,152,59,26,109,41.1
14402043,1,76,196,97,13,90,40
16858757,0,59,186,85,16,89,40.4
17868530,0,72,172,72,13,101,40.1
17484343,1,36,205,112,22,107,40.9
18362259,1,23,183,84,29,112,40.9
13652855,1,24,185,90,8,86,39.6
15708644,0,33,151,53,18,97,40.4
17580213,1,44,172,81,5,82,38.9
19478348,1,45,197,104,16,101,40.1
13714216,1,70,195,98,14,102,40.5
12374145,0,27,171,68,6,87,39.2
12614956,1,33,189,93,15,95,40.5
16986314,0,32,161,63,17,99,40.3
14499015,1,77,190,90,9,88,39.4
11507082,0,33,167,65,18,98,40.6
17443069,0,31,171,68,28,107,40.7
10564235,0,41,154,52,30,117,40.9
12788358,1,22,183,91,29,114,41
12985572,0,51,171,71,17,95,40.2
12164109,1,22,178,80,28,113,40.7
18777622,0,29,156,51,12,95,39.6
10494078,0,67,186,76,27,107,40.6
15826911,0,77,161,59,2,79,38
14110683,0,26,156,59,26,109,40.8
15721539,0,74,164,63,29,104,40.8
15008390,0,29,162,61,24,101,40.6
15166903,0,68,170,73,6,93,39.3
16715070,1,34,180,78,17,100,40.4
18731441,0,41,177,70,27,116,40.6
17432682,0,48,176,74,18,94,40.4
16371792,1,46,183,89,14,95,39.9
11784314,0,51,179,76,21,88,40.4
10135130,1,42,186,89,13,89,40.2
13532628,1,44,180,82,3,86,38.9
14847621,0,47,165,64,11,96,39.6
18695184,1,31,188,86,10,94,39.4
12801635,0,37,152,56,3,80,38.9
15377982,1,38,177,79,28,107,41
16550062,0,73,167,67,2,86,38.4
16953173,1,72,178,79,19,108,40.1
12603718,0,26,163,59,4,86,38.8
12087215,0,37,164,63,12,91,39.8
19721849,1,52,179,87,7,84,39.5
10254513,0,23,160,58,26,101,40.7
12326395,0,63,160,61,8,88,40
16445155,1,62,183,94,5,84,39.2
16176008,1,24,160,61,1,77,37.7
18759324,1,26,178,82,28,122,41
16703315,1,33,169,71,24,110,40.7
14699147,0,26,164,59,1,87,38
12626494,1,36,163,69,24,102,40.8
18857306,1,32,176,80,25,102,40.6
10206919,0,26,164,61,12,88,40.2
14074779,1,42,194,91,3,79,38.6
19262661,1,34,175,72,22,105,40.7
17949654,1,29,185,88,16,96,40.3
16182645,1,35,185,87,11,85,40
16974475,1,78,172,80,3,86,38.8
12114449,1,44,196,102,30,101,41.1
16399887,0,23,154,52,19,103,40.6
17456863,1,32,182,86,29,110,40.8
19255607,0,36,174,67,27,110,40.8
17205493,1,35,174,78,7,98,39.4
19970000,1,45,192,101,18,86,40.3
13032869,0,51,175,76,24,111,40.8
17278209,1,35,186,90,14,100,40
10906561,1,51,175,81,6,83,39.3
14471856,1,61,170,79,13,89,39.8
15644298,1,70,176,85,25,99,40.7
15897285,0,79,178,73,19,99,40.6
14815558,1,20,179,75,17,109,40.3
14644383,1,65,191,96,27,110,40.9
19165165,1,73,197,100,10,94,40
14946022,1,28,166,66,2,72,38
10530251,1,48,184,83,19,92,40.7
16664893,0,38,153,56,8,86,39.4
11268445,0,43,160,60,4,83,39
13179343,1,30,180,80,5,89,39.4
18677936,1,68,170,74,14,90,39.9
10548895,1,48,173,74,15,90,40.2
17282980,1,56,169,79,26,102,40.4
17641244,1,28,199,96,21,103,40.2
11284504,0,28,150,53,22,110,40.6
14551181,0,55,155,54,5,81,39
19873306,1,24,201,94,14,99,40.5
14128486,1,73,172,80,30,101,41.2
15841191,0,28,167,64,16,108,40.7
13822725,0,58,161,65,17,92,40.7
15257752,0,23,181,78,13,93,40.3
18139231,1,38,174,74,22,103,40.6
14491989,0,41,167,62,29,105,40.9
12092379,1,48,195,95,15,93,40.2
16883252,0,72,170,73,5,90,39.1
19210072,1,79,176,83,3,83,38.7
10137820,0,37,160,63,18,101,40.4
13045083,1,52,190,93,26,105,40.5
15371874,1,77,176,79,2,85,38.5
15361125,1,24,188,93,18,99,40.3
14152978,1,39,189,89,6,89,39.1
11055192,1,26,183,85,22,107,40.4
14693759,0,42,150,52,25,98,40.7
15960426,1,33,183,80,20,99,40.6
11958010,1,78,186,91,5,84,39.1
16244962,1,24,174,74,4,86,39
14746349,0,27,159,58,1,80,37.5
15594158,1,67,181,85,2,76,37.9
14177944,1,30,199,100,24,105,40.6
14135729,1,76,197,99,5,78,39.3
17958752,0,31,165,62,7,85,39.3
17238907,1,40,202,103,10,94,40.2
13396128,1,60,196,96,12,97,39.9
19491743,0,27,159,54,12,97,40.4
15007836,0,27,159,58,8,89,39.8
12222542,1,50,182,85,14,90,40.2
15223988,1,36,185,87,20,100,40.4
15252552,1,45,184,88,15,97,40
13302964,0,52,191,78,16,92,40.5
15860789,0,27,167,63,3,83,38.4
16994476,1,76,190,95,22,104,40.4
11023685,0,20,158,57,25,108,40.7
12203129,0,28,167,63,1,73,37.6
16263802,1,56,194,97,11,84,40
12739203,1,79,180,82,21,103,40.2
16635338,1,40,183,82,27,103,40.8
18958666,0,77,159,61,28,114,40.8
18310270,0,77,152,56,27,107,40.7
10016768,0,67,161,57,18,94,40.3
12785942,1,63,189,89,7,90,39.4
12473959,1,35,188,89,5,83,39
15804581,0,22,178,80,5,89,39.4
15545126,1,44,170,70,9,85,39.5
13427834,0,79,150,58,17,97,40.4
13220892,1,53,202,107,26,100,40.6
10987174,0,33,174,72,20,98,40.6
14254315,1,73,170,75,5,89,38.9
17157904,1,29,192,98,12,93,40.2
19824150,0,28,159,62,7,89,39
10918689,1,21,165,65,9,89,39.6
14028028,0,34,170,65,24,108,40.9
14036783,1,40,162,64,22,111,40.4
19881722,0,20,180,72,4,90,38.6
16828456,0,29,164,64,16,96,40.2
16162009,1,65,196,98,21,103,40.2
17422182,1,39,197,106,8,95,39.3
12473536,1,61,184,80,25,104,40.5
16907203,1,69,195,98,16,101,40.1
11158313,0,21,155,59,21,94,40.4
12685054,1,72,194,97,27,107,40.9
13609739,1,33,160,67,20,103,40
12364237,1,21,178,81,27,116,40.9
12413894,1,37,192,91,24,117,40.9
18365327,1,44,184,84,10,92,39.6
13940590,0,23,168,67,17,101,40.7
18764781,1,34,182,81,4,72,38.5
18113761,0,50,178,77,29,111,40.7
11006656,1,40,212,118,27,111,40.7
13257389,0,46,155,55,2,87,37.9
12895125,1,48,176,82,9,83,40
16757661,0,71,174,77,8,88,39.9
17823841,0,22,168,63,23,109,40.7
17474643,0,64,164,57,15,92,39.7
10257114,0,79,165,65,29,106,40.8
13881017,1,28,187,90,25,110,40.7
14483810,1,24,199,97,6,87,39.2
17841465,0,26,167,67,19,111,41
18945548,1,29,196,91,22,96,40.6
15750905,1,32,168,69,19,100,40.4
11638755,0,23,173,65,15,98,40.2
15173062,0,38,158,63,21,103,40.6
14693053,1,35,194,98,6,86,39.5
14856504,0,56,173,71,26,94,40.6
12864673,1,51,182,85,12,90,39.8
17707060,1,38,204,113,27,99,40.9
13608187,1,20,195,98,25,110,40.7
10575242,1,32,175,74,26,93,40.7
11779642,0,47,172,66,20,108,40.6
16537447,0,72,163,62,13,86,40
12118319,0,72,177,79,1,83,37.8
18343526,0,47,166,63,13,99,40.2
17580964,0,32,154,57,20,92,40.8
17235610,1,53,194,94,11,94,40
15645483,0,25,176,73,25,109,40.8
18205267,0,27,157,55,15,101,40.5
14732233,0,47,161,61,3,84,38.8
11260905,0,22,171,69,12,90,39.8
19546482,1,34,187,91,12,94,39.9
17207496,0,41,162,60,30,104,41.3
18317261,0,21,150,50,19,104,40.1
10072185,0,24,167,62,17,88,40.3
16898284,1,76,197,97,27,109,41.1
17962770,1,56,179,79,1,87,37.5
11622760,1,48,180,81,24,97,40.7
14967200,1,69,194,104,17,101,40.2
11696730,1,31,179,84,5,86,38.9
19993026,0,20,155,56,12,89,40.1
13476871,0,45,167,62,30,118,40.9
14863815,0,37,156,58,8,92,39.8
10758572,0,30,148,52,7,88,39.2
15583353,1,27,192,94,24,104,40.9
12030953,1,29,194,95,16,99,40.1
16325118,0,45,174,69,21,108,40.4
12015728,1,35,200,107,9,96,40
19718404,1,74,184,88,16,97,40
13479905,0,42,162,62,14,97,40.4
11498661,0,48,175,75,3,76,38.9
18345317,1,68,166,71,3,67,38.7
11193508,1,48,195,97,3,81,38.7
15139228,1,65,186,86,21,110,40.6
18338594,1,26,181,80,11,91,39.4
14807238,0,28,159,58,3,78,38.3
14039240,1,50,179,79,27,101,40.7
15443240,1,43,177,73,29,115,40.6
11074814,1,20,176,73,18,97,40.9
12145768,0,53,167,67,28,112,40.7
14193898,1,41,175,82,4,80,38.9
13370901,1,38,176,77,10,91,39.9
10188164,0,47,176,77,15,87,39.8
19714157,1,39,191,91,22,90,40.3
11081759,1,42,182,85,23,100,40.7
17970172,1,26,179,81,27,107,40.6
19212878,0,61,166,62,16,99,40.4
15163838,0,62,186,86,22,102,40.1
19312304,0,62,156,57,26,105,40.8
18576735,0,56,153,53,6,80,39.2
14267539,1,71,189,95,5,77,38.8
16417729,1,24,191,91,26,107,40.6
15421090,1,28,187,84,24,105,40.9
11011758,0,40,152,49,11,87,39.8
19035318,1,71,177,75,23,110,40.4
14391718,1,22,163,65,19,98,40.4
13327254,1,58,179,82,23,107,40.4
19238899,0,24,169,71,4,77,38.8
19341618,1,56,191,101,12,98,40.1
12797760,0,29,164,63,19,100,40.5
17847288,1,30,186,89,27,102,40.9
16778352,1,40,187,88,14,87,40
14472022,1,70,193,97,15,96,40.1
17670151,1,33,199,104,8,82,39.6
19387889,1,64,194,97,5,80,39.2
17300396,0,40,167,63,19,97,40.5
11715588,0,27,155,53,22,108,40.6
18262263,0,41,156,61,14,98,39.9
14364286,1,41,178,79,19,104,40.2
15110569,1,24,193,84,21,100,40.1
18220696,1,21,187,87,29,100,40.7
15343923,0,22,168,66,4,87,38.5
17660511,0,63,162,67,9,83,39.8
18203533,1,77,182,88,28,104,41.1
11715187,1,74,182,90,21,102,40.5
15256186,0,20,169,64,2,83,37.9
16571009,0,57,163,61,22,101,40.8
18998025,1,22,173,74,20,98,40.4
18812786,0,38,153,59,14,99,40.4
19207763,0,50,176,73,10,85,40
13335632,1,33,186,81,29,106,40.3
12129622,1,32,185,84,17,98,40.3
13637896,1,57,184,92,18,103,40.4
19078577,0,33,142,45,12,97,40
14601630,0,27,177,72,10,90,39.7
16282341,0,33,165,64,23,96,40.4
14353475,1,40,199,105,20,105,40.8
10487244,0,20,158,52,29,110,41.1
13761848,0,63,168,63,7,92,39.4
17647344,0,75,182,82,22,99,40.5
19206216,1,30,186,85,14,98,39.9
13681264,0,21,170,67,13,90,39.8
19460138,0,22,163,64,28,105,40.9
12404900,1,56,171,71,8,87,39.6
16442069,0,28,166,68,28,111,40.8
17608506,1,72,164,72,9,83,40.1
14688063,1,24,205,99,18,94,40.7
19409468,1,29,191,87,13,94,40.1
17798572,1,26,187,84,9,80,39.7
12190043,1,26,181,78,16,98,40.2
11269455,1,23,181,87,25,104,40.9
13724347,0,38,163,63,19,105,40.5
16555457,0,59,161,58,24,104,40.9
16884641,1,41,180,87,15,96,39.9
10752983,0,33,163,63,22,101,40.7
14228752,1,54,187,88,23,101,40.9
12817999,1,20,185,83,12,101,40.2
16499746,1,24,181,78,16,91,39.7
13736809,1,23,177,73,23,108,40.6
11132839,1,30,162,68,4,80,38.8
13226083,0,53,169,66,20,109,40.5
16897568,1,21,178,75,16,94,40.3
18167168,0,59,162,64,24,106,40.8
16648756,1,31,191,90,25,106,40.9
19512929,0,73,184,83,13,97,40.3
11311166,0,48,168,73,28,99,40.6
19798030,1,29,195,99,21,99,40.6
15185685,0,21,182,72,6,87,39
17227464,0,26,185,79,4,76,38.8
11434854,1,70,180,77,9,100,40
19875849,1,29,167,71,5,85,39.2
15791396,0,38,181,74,8,84,39.9
18794890,0,42,161,64,11,98,39.9
16654543,1,33,201,103,23,98,40.7
14758258,1,32,197,98,26,111,40.7
17463865,1,56,175,82,11,88,39.9
11666388,1,36,178,77,29,105,41.2
16722883,0,20,168,64,12,96,39.8
18276346,1,31,179,83,21,94,40.6
11852308,0,69,154,59,18,86,40.6
14131145,1,31,177,78,7,80,39.5
13233305,0,31,170,64,10,99,39.8
13896266,0,27,166,68,8,90,39.3
13657808,1,27,183,81,24,99,40.7
11601952,0,29,174,65,9,90,39.6
11218653,1,32,187,85,19,99,40.7
14341523,1,21,178,81,17,97,40.1
11685062,1,46,176,83,27,109,40.8
17532051,0,31,158,64,24,94,40.4
18766363,0,24,161,57,12,96,40.1
11432055,1,26,178,80,28,105,40.6
16785355,1,58,187,90,29,107,41
14032506,0,50,152,48,13,87,39.9
10855360,1,26,211,113,15,103,40.1
10041182,0,47,173,67,2,86,38.1
11029659,1,47,170,70,24,109,40.6
16150645,0,47,172,75,30,104,40.7
13563201,0,54,162,63,13,101,40
17076325,0,46,170,71,27,114,40.7
12595716,0,21,155,53,4,88,38.7
12756695,1,21,181,83,21,102,40.3
11951461,0,24,158,52,29,103,41.1
15209097,1,24,172,77,27,105,41
12292817,0,33,182,78,5,83,39.3
15443970,0,33,154,54,16,90,40.3
11390260,1,63,181,86,4,86,39.1
11677362,1,56,185,83,28,103,40.7
17772998,1,72,185,89,12,85,40.1
12302799,0,73,184,83,15,98,40.6
14906539,0,58,169,72,27,101,41.2
12961530,1,42,173,81,23,107,40.3
10902092,1,23,181,77,15,88,40
16933823,0,26,155,53,19,102,40.2
14488616,1,24,184,84,16,87,40.1
13684439,1,22,192,95,24,112,40.9
16030251,0,24,141,43,11,100,40.3
19377162,0,34,156,56,24,102,40.7
10212268,1,68,188,90,10,85,40.1
14719461,0,32,165,61,10,89,39.6
16551520,1,67,179,83,10,89,39.9
17756409,1,73,185,88,8,90,39.5
18332289,1,46,189,88,7,87,39.2
18561892,1,60,190,91,25,102,40.8
16368768,1,28,176,71,2,82,38.5
14155645,1,39,189,91,13,91,39.8
10584576,0,25,181,78,15,96,39.9
18294489,1,78,180,87,20,102,40.4
18939429,1,44,188,91,21,103,40.2
17946518,0,50,166,62,26,111,40.5
18692262,0,34,159,60,17,98,40.1
